 LOCATOR_GENERAL OUTPUT: 
    User: sscweb
    Date: Thu  4-Dec-2025 (338) 03:56:29
  Status: request completed successfully


GROUP 1    Satellite   Resolution   Factor
            mms4           60         1

           Start Time           Stop Time 
           2018  33  0.00000    2018  33 23.99972


 Coord/            Min/Max      Range Filter          Filter
Component   Output Markers    Minimum     Maximum    Mins/Maxes
GSE X        YES      -         -           -             -   
GSE Y        YES      -         -           -             -   
GSE Z        YES      -         -           -             -   
GSE LT       YES      -         -           -             -   

Output - File: 
         lines per page: 0
 
Formats and units:
    Day/Time format: YYYY DDD HH:MM:SS
    Degrees/Hemisphere format: Decimal degrees with 2 place(s).
        Longitude 0 to 360, latitude -90 to 90.
    Distance format: Earth radii with 2 place(s).
2018  33 13:51:30      22.60      -8.46       7.10 10:37:56
2018  33 13:52:30      22.60      -8.45       7.10 10:38:00
2018  33 13:53:30      22.60      -8.45       7.10 10:38:01
2018  33 13:54:30      22.61      -8.45       7.10 10:38:04
2018  33 13:55:30      22.61      -8.44       7.11 10:38:06
2018  33 13:56:30      22.61      -8.44       7.11 10:38:08
2018  33 13:57:30      22.61      -8.43       7.11 10:38:11
2018  33 13:58:30      22.61      -8.43       7.11 10:38:13
2018  33 13:59:30      22.62      -8.43       7.11 10:38:15
2018  33 14:00:30      22.62      -8.42       7.11 10:38:18
2018  33 14:01:30      22.62      -8.42       7.11 10:38:20
2018  33 14:02:30      22.62      -8.42       7.11 10:38:22
2018  33 14:03:30      22.63      -8.41       7.11 10:38:25
2018  33 14:04:30      22.63      -8.41       7.11 10:38:27
2018  33 14:05:30      22.63      -8.41       7.11 10:38:29
2018  33 14:06:30      22.63      -8.40       7.11 10:38:32
2018  33 14:07:30      22.63      -8.40       7.11 10:38:34
2018  33 14:08:30      22.64      -8.40       7.12 10:38:36
2018  33 14:09:30      22.64      -8.39       7.12 10:38:39
2018  33 14:10:30      22.64      -8.39       7.12 10:38:41
2018  33 14:11:30      22.64      -8.38       7.12 10:38:43
2018  33 14:12:30      22.64      -8.38       7.12 10:38:46
2018  33 14:13:30      22.65      -8.38       7.12 10:38:48
2018  33 14:14:30      22.65      -8.37       7.12 10:38:51
2018  33 14:15:30      22.65      -8.37       7.12 10:38:53
2018  33 14:16:30      22.65      -8.37       7.12 10:38:55
2018  33 14:17:30      22.66      -8.36       7.12 10:38:58
2018  33 14:18:30      22.66      -8.36       7.12 10:39:00
2018  33 14:19:30      22.66      -8.36       7.12 10:39:02
2018  33 14:20:30      22.66      -8.35       7.12 10:39:05
2018  33 14:21:30      22.66      -8.35       7.13 10:39:07
2018  33 14:22:30      22.67      -8.34       7.13 10:39:09
2018  33 14:23:30      22.67      -8.34       7.13 10:39:12
2018  33 14:24:30      22.67      -8.34       7.13 10:39:14
2018  33 14:25:30      22.67      -8.33       7.13 10:39:16
2018  33 14:26:30      22.67      -8.33       7.13 10:39:19
2018  33 14:27:30      22.68      -8.33       7.13 10:39:21
2018  33 14:28:30      22.68      -8.32       7.13 10:39:23
2018  33 14:29:30      22.68      -8.32       7.13 10:39:26
2018  33 14:30:30      22.68      -8.32       7.13 10:39:28
2018  33 14:31:30      22.68      -8.31       7.13 10:39:30
2018  33 14:32:30      22.69      -8.31       7.13 10:39:33
2018  33 14:33:30      22.69      -8.30       7.13 10:39:35
2018  33 14:34:30      22.69      -8.30       7.14 10:39:37
2018  33 14:35:30      22.69      -8.30       7.14 10:39:40
2018  33 14:36:30      22.69      -8.29       7.14 10:39:42
2018  33 14:37:30      22.70      -8.29       7.14 10:39:44
2018  33 14:38:30      22.70      -8.29       7.14 10:39:47
2018  33 14:39:30      22.70      -8.28       7.14 10:39:49
2018  33 14:40:30      22.70      -8.28       7.14 10:39:52
2018  33 14:41:30      22.70      -8.27       7.14 10:39:54
2018  33 14:42:30      22.70      -8.27       7.14 10:39:56
2018  33 14:43:30      22.71      -8.27       7.14 10:40:00
2018  33 14:44:30      22.71      -8.26       7.14 10:40:01
2018  33 14:45:30      22.71      -8.26       7.14 10:40:03
2018  33 14:46:30      22.71      -8.26       7.14 10:40:06
2018  33 14:47:30      22.71      -8.25       7.14 10:40:08
2018  33 14:48:30      22.72      -8.25       7.15 10:40:10
2018  33 14:49:30      22.72      -8.25       7.15 10:40:13
2018  33 14:50:30      22.72      -8.24       7.15 10:40:15
2018  33 14:51:30      22.72      -8.24       7.15 10:40:17
2018  33 14:52:30      22.72      -8.23       7.15 10:40:20
2018  33 14:53:30      22.72      -8.23       7.15 10:40:22
2018  33 14:54:30      22.73      -8.23       7.15 10:40:24
2018  33 14:55:30      22.73      -8.22       7.15 10:40:27
2018  33 14:56:30      22.73      -8.22       7.15 10:40:29
2018  33 14:57:30      22.73      -8.22       7.15 10:40:31
2018  33 14:58:30      22.73      -8.21       7.15 10:40:34
2018  33 14:59:30      22.74      -8.21       7.15 10:40:36
2018  33 15:00:30      22.74      -8.20       7.15 10:40:38
2018  33 15:01:30      22.74      -8.20       7.15 10:40:41
2018  33 15:02:30      22.74      -8.20       7.16 10:40:43
2018  33 15:03:30      22.74      -8.19       7.16 10:40:45
2018  33 15:04:30      22.74      -8.19       7.16 10:40:48
2018  33 15:05:30      22.75      -8.19       7.16 10:40:50
2018  33 15:06:30      22.75      -8.18       7.16 10:40:52
2018  33 15:07:30      22.75      -8.18       7.16 10:40:55
2018  33 15:08:30      22.75      -8.17       7.16 10:40:57
2018  33 15:09:30      22.75      -8.17       7.16 10:41:00
2018  33 15:10:30      22.75      -8.17       7.16 10:41:02
2018  33 15:11:30      22.76      -8.16       7.16 10:41:04
2018  33 15:12:30      22.76      -8.16       7.16 10:41:06
2018  33 15:13:30      22.76      -8.15       7.16 10:41:09
2018  33 15:14:30      22.76      -8.15       7.16 10:41:11
2018  33 15:15:30      22.76      -8.15       7.16 10:41:14
2018  33 15:16:30      22.76      -8.14       7.16 10:41:16
2018  33 15:17:30      22.77      -8.14       7.16 10:41:18
2018  33 15:18:30      22.77      -8.14       7.17 10:41:20
2018  33 15:19:30      22.77      -8.13       7.17 10:41:23
2018  33 15:20:30      22.77      -8.13       7.17 10:41:25
2018  33 15:21:30      22.77      -8.12       7.17 10:41:28
2018  33 15:22:30      22.77      -8.12       7.17 10:41:30
2018  33 15:23:30      22.78      -8.12       7.17 10:41:32
2018  33 15:24:30      22.78      -8.11       7.17 10:41:35
2018  33 15:25:30      22.78      -8.11       7.17 10:41:37
2018  33 15:26:30      22.78      -8.11       7.17 10:41:39
2018  33 15:27:30      22.78      -8.10       7.17 10:41:42
2018  33 15:28:30      22.78      -8.10       7.17 10:41:44
2018  33 15:29:30      22.78      -8.09       7.17 10:41:46
2018  33 15:30:30      22.79      -8.09       7.17 10:41:49
2018  33 15:31:30      22.79      -8.09       7.17 10:41:51
2018  33 15:32:30      22.79      -8.08       7.17 10:41:53
2018  33 15:33:30      22.79      -8.08       7.17 10:41:56
2018  33 15:34:30      22.79      -8.07       7.17 10:41:58
2018  33 15:35:30      22.79      -8.07       7.18 10:42:00
2018  33 15:36:30      22.79      -8.07       7.18 10:42:03
2018  33 15:37:30      22.80      -8.06       7.18 10:42:05
2018  33 15:38:30      22.80      -8.06       7.18 10:42:07
2018  33 15:39:30      22.80      -8.06       7.18 10:42:10
2018  33 15:40:30      22.80      -8.05       7.18 10:42:12
2018  33 15:41:30      22.80      -8.05       7.18 10:42:14
2018  33 15:42:30      22.80      -8.04       7.18 10:42:17
2018  33 15:43:30      22.81      -8.04       7.18 10:42:19
2018  33 15:44:30      22.81      -8.04       7.18 10:42:21
2018  33 15:45:30      22.81      -8.03       7.18 10:42:24
2018  33 15:46:30      22.81      -8.03       7.18 10:42:26
2018  33 15:47:30      22.81      -8.02       7.18 10:42:28
2018  33 15:48:30      22.81      -8.02       7.18 10:42:31
2018  33 15:49:30      22.81      -8.02       7.18 10:42:33
2018  33 15:50:30      22.81      -8.01       7.18 10:42:35
2018  33 15:51:30      22.82      -8.01       7.18 10:42:38
2018  33 15:52:30      22.82      -8.01       7.19 10:42:40
2018  33 15:53:30      22.82      -8.00       7.19 10:42:42
2018  33 15:54:30      22.82      -8.00       7.19 10:42:45
2018  33 15:55:30      22.82      -7.99       7.19 10:42:47
2018  33 15:56:30      22.82      -7.99       7.19 10:42:49
2018  33 15:57:30      22.82      -7.99       7.19 10:42:52
2018  33 15:58:30      22.83      -7.98       7.19 10:42:54
2018  33 15:59:30      22.83      -7.98       7.19 10:42:56
2018  33 16:00:30      22.83      -7.97       7.19 10:43:00
2018  33 16:01:30      22.83      -7.97       7.19 10:43:01
2018  33 16:02:30      22.83      -7.97       7.19 10:43:03
2018  33 16:03:30      22.83      -7.96       7.19 10:43:06
2018  33 16:04:30      22.83      -7.96       7.19 10:43:08
2018  33 16:05:30      22.83      -7.95       7.19 10:43:11
2018  33 16:06:30      22.84      -7.95       7.19 10:43:13
2018  33 16:07:30      22.84      -7.95       7.19 10:43:15
2018  33 16:08:30      22.84      -7.94       7.19 10:43:18
2018  33 16:09:30      22.84      -7.94       7.19 10:43:20
2018  33 16:10:30      22.84      -7.93       7.19 10:43:22
2018  33 16:11:30      22.84      -7.93       7.19 10:43:25
2018  33 16:12:30      22.84      -7.93       7.20 10:43:27
2018  33 16:13:30      22.84      -7.92       7.20 10:43:29
2018  33 16:14:30      22.84      -7.92       7.20 10:43:32
2018  33 16:15:30      22.85      -7.92       7.20 10:43:34
2018  33 16:16:30      22.85      -7.91       7.20 10:43:36
2018  33 16:17:30      22.85      -7.91       7.20 10:43:39
2018  33 16:18:30      22.85      -7.90       7.20 10:43:41
2018  33 16:19:30      22.85      -7.90       7.20 10:43:43
2018  33 16:20:30      22.85      -7.90       7.20 10:43:46
2018  33 16:21:30      22.85      -7.89       7.20 10:43:48
2018  33 16:22:30      22.85      -7.89       7.20 10:43:50
2018  33 16:23:30      22.86      -7.88       7.20 10:43:53
2018  33 16:24:30      22.86      -7.88       7.20 10:43:55
2018  33 16:25:30      22.86      -7.88       7.20 10:43:57
2018  33 16:26:30      22.86      -7.87       7.20 10:44:00
2018  33 16:27:30      22.86      -7.87       7.20 10:44:02
2018  33 16:28:30      22.86      -7.86       7.20 10:44:04
2018  33 16:29:30      22.86      -7.86       7.20 10:44:07
2018  33 16:30:30      22.86      -7.86       7.20 10:44:09
2018  33 16:31:30      22.86      -7.85       7.20 10:44:11
2018  33 16:32:30      22.86      -7.85       7.20 10:44:14
2018  33 16:33:30      22.87      -7.84       7.21 10:44:16
2018  33 16:34:30      22.87      -7.84       7.21 10:44:18
2018  33 16:35:30      22.87      -7.84       7.21 10:44:21
2018  33 16:36:30      22.87      -7.83       7.21 10:44:23
2018  33 16:37:30      22.87      -7.83       7.21 10:44:25
2018  33 16:38:30      22.87      -7.82       7.21 10:44:28
2018  33 16:39:30      22.87      -7.82       7.21 10:44:30
2018  33 16:40:30      22.87      -7.82       7.21 10:44:32
2018  33 16:41:30      22.87      -7.81       7.21 10:44:35
2018  33 16:42:30      22.87      -7.81       7.21 10:44:37
2018  33 16:43:30      22.88      -7.80       7.21 10:44:40
2018  33 16:44:30      22.88      -7.80       7.21 10:44:42
2018  33 16:45:30      22.88      -7.80       7.21 10:44:44
2018  33 16:46:30      22.88      -7.79       7.21 10:44:47
2018  33 16:47:30      22.88      -7.79       7.21 10:44:49
2018  33 16:48:30      22.88      -7.78       7.21 10:44:51
2018  33 16:49:30      22.88      -7.78       7.21 10:44:54
2018  33 16:50:30      22.88      -7.77       7.21 10:44:56
2018  33 16:51:30      22.88      -7.77       7.21 10:44:58
2018  33 16:52:30      22.88      -7.77       7.21 10:45:01
2018  33 16:53:30      22.88      -7.76       7.21 10:45:03
2018  33 16:54:30      22.89      -7.76       7.21 10:45:05
2018  33 16:55:30      22.89      -7.75       7.21 10:45:08
2018  33 16:56:30      22.89      -7.75       7.21 10:45:10
2018  33 16:57:30      22.89      -7.75       7.21 10:45:12
2018  33 16:58:30      22.89      -7.74       7.22 10:45:15
2018  33 16:59:30      22.89      -7.74       7.22 10:45:17
2018  33 17:00:30      22.89      -7.73       7.22 10:45:19
2018  33 17:01:30      22.89      -7.73       7.22 10:45:22
2018  33 17:02:30      22.89      -7.73       7.22 10:45:24
2018  33 17:03:30      22.89      -7.72       7.22 10:45:26
2018  33 17:04:30      22.89      -7.72       7.22 10:45:29
2018  33 17:05:30      22.89      -7.71       7.22 10:45:31
2018  33 17:06:30      22.90      -7.71       7.22 10:45:33
2018  33 17:07:30      22.90      -7.71       7.22 10:45:36
2018  33 17:08:30      22.90      -7.70       7.22 10:45:38
2018  33 17:09:30      22.90      -7.70       7.22 10:45:40
2018  33 17:10:30      22.90      -7.69       7.22 10:45:43
2018  33 17:11:30      22.90      -7.69       7.22 10:45:45
2018  33 17:12:30      22.90      -7.69       7.22 10:45:48
2018  33 17:13:30      22.90      -7.68       7.22 10:45:50
2018  33 17:14:30      22.90      -7.68       7.22 10:45:52
2018  33 17:15:30      22.90      -7.67       7.22 10:45:55
2018  33 17:16:30      22.90      -7.67       7.22 10:45:57
2018  33 17:17:30      22.90      -7.66       7.22 10:46:00
2018  33 17:18:30      22.90      -7.66       7.22 10:46:02
2018  33 17:19:30      22.90      -7.66       7.22 10:46:04
2018  33 17:20:30      22.91      -7.65       7.22 10:46:06
2018  33 17:21:30      22.91      -7.65       7.22 10:46:09
2018  33 17:22:30      22.91      -7.64       7.22 10:46:11
2018  33 17:23:30      22.91      -7.64       7.22 10:46:13
2018  33 17:24:30      22.91      -7.64       7.22 10:46:16
2018  33 17:25:30      22.91      -7.63       7.22 10:46:18
2018  33 17:26:30      22.91      -7.63       7.22 10:46:20
2018  33 17:27:30      22.91      -7.62       7.23 10:46:23
2018  33 17:28:30      22.91      -7.62       7.23 10:46:25
2018  33 17:29:30      22.91      -7.62       7.23 10:46:27
2018  33 17:30:30      22.91      -7.61       7.23 10:46:30
2018  33 17:31:30      22.91      -7.61       7.23 10:46:32
2018  33 17:32:30      22.91      -7.60       7.23 10:46:34
2018  33 17:33:30      22.91      -7.60       7.23 10:46:37
2018  33 17:34:30      22.91      -7.59       7.23 10:46:39
2018  33 17:35:30      22.91      -7.59       7.23 10:46:42
2018  33 17:36:30      22.91      -7.59       7.23 10:46:44
2018  33 17:37:30      22.92      -7.58       7.23 10:46:46
2018  33 17:38:30      22.92      -7.58       7.23 10:46:49
2018  33 17:39:30      22.92      -7.57       7.23 10:46:51
2018  33 17:40:30      22.92      -7.57       7.23 10:46:53
2018  33 17:41:30      22.92      -7.57       7.23 10:46:56
2018  33 17:42:30      22.92      -7.56       7.23 10:46:58
2018  33 17:43:30      22.92      -7.56       7.23 10:47:00
2018  33 17:44:30      22.92      -7.55       7.23 10:47:03
2018  33 17:45:30      22.92      -7.55       7.23 10:47:05
2018  33 17:46:30      22.92      -7.54       7.23 10:47:07
2018  33 17:47:30      22.92      -7.54       7.23 10:47:10
2018  33 17:48:30      22.92      -7.54       7.23 10:47:12
2018  33 17:49:30      22.92      -7.53       7.23 10:47:14
2018  33 17:50:30      22.92      -7.53       7.23 10:47:17
2018  33 17:51:30      22.92      -7.52       7.23 10:47:19
2018  33 17:52:30      22.92      -7.52       7.23 10:47:21
2018  33 17:53:30      22.92      -7.51       7.23 10:47:24
2018  33 17:54:30      22.92      -7.51       7.23 10:47:26
2018  33 17:55:30      22.92      -7.51       7.23 10:47:29
2018  33 17:56:30      22.92      -7.50       7.23 10:47:31
2018  33 17:57:30      22.92      -7.50       7.23 10:47:33
2018  33 17:58:30      22.92      -7.49       7.23 10:47:36
2018  33 17:59:30      22.92      -7.49       7.23 10:47:38
2018  33 18:00:30      22.93      -7.49       7.23 10:47:40
2018  33 18:01:30      22.93      -7.48       7.23 10:47:43
2018  33 18:02:30      22.93      -7.48       7.23 10:47:45
2018  33 18:03:30      22.93      -7.47       7.23 10:47:47
2018  33 18:04:30      22.93      -7.47       7.23 10:47:50
2018  33 18:05:30      22.93      -7.46       7.23 10:47:52
2018  33 18:06:30      22.93      -7.46       7.23 10:47:54
2018  33 18:07:30      22.93      -7.46       7.24 10:47:57
2018  33 18:08:30      22.93      -7.45       7.24 10:48:00
2018  33 18:09:30      22.93      -7.45       7.24 10:48:02
2018  33 18:10:30      22.93      -7.44       7.24 10:48:04
2018  33 18:11:30      22.93      -7.44       7.24 10:48:06
2018  33 18:12:30      22.93      -7.43       7.24 10:48:09
2018  33 18:13:30      22.93      -7.43       7.24 10:48:11
2018  33 18:14:30      22.93      -7.43       7.24 10:48:13
2018  33 18:15:30      22.93      -7.42       7.24 10:48:16
2018  33 18:16:30      22.93      -7.42       7.24 10:48:18
2018  33 18:17:30      22.93      -7.41       7.24 10:48:20
2018  33 18:18:30      22.93      -7.41       7.24 10:48:23
2018  33 18:19:30      22.93      -7.40       7.24 10:48:25
2018  33 18:20:30      22.93      -7.40       7.24 10:48:27
2018  33 18:21:30      22.93      -7.40       7.24 10:48:30
2018  33 18:22:30      22.93      -7.39       7.24 10:48:32
2018  33 18:23:30      22.93      -7.39       7.24 10:48:35
2018  33 18:24:30      22.93      -7.38       7.24 10:48:37
2018  33 18:25:30      22.93      -7.38       7.24 10:48:39
2018  33 18:26:30      22.93      -7.37       7.24 10:48:42
2018  33 18:27:30      22.93      -7.37       7.24 10:48:44
2018  33 18:28:30      22.93      -7.37       7.24 10:48:46
2018  33 18:29:30      22.93      -7.36       7.24 10:48:49
2018  33 18:30:30      22.93      -7.36       7.24 10:48:51
2018  33 18:31:30      22.93      -7.35       7.24 10:48:53
2018  33 18:32:30      22.93      -7.35       7.24 10:48:56
2018  33 18:33:30      22.93      -7.34       7.24 10:48:58
2018  33 18:34:30      22.93      -7.34       7.24 10:49:01
2018  33 18:35:30      22.93      -7.34       7.24 10:49:03
2018  33 18:36:30      22.93      -7.33       7.24 10:49:05
2018  33 18:37:30      22.93      -7.33       7.24 10:49:08
2018  33 18:38:30      22.93      -7.32       7.24 10:49:10
2018  33 18:39:30      22.93      -7.32       7.24 10:49:12
2018  33 18:40:30      22.93      -7.31       7.24 10:49:15
2018  33 18:41:30      22.93      -7.31       7.24 10:49:17
2018  33 18:42:30      22.93      -7.31       7.24 10:49:19
2018  33 18:43:30      22.93      -7.30       7.24 10:49:22
2018  33 18:44:30      22.93      -7.30       7.24 10:49:24
2018  33 18:45:30      22.93      -7.29       7.24 10:49:27
2018  33 18:46:30      22.93      -7.29       7.24 10:49:29
2018  33 18:47:30      22.93      -7.28       7.24 10:49:31
2018  33 18:48:30      22.93      -7.28       7.24 10:49:34
2018  33 18:49:30      22.93      -7.27       7.24 10:49:36
2018  33 18:50:30      22.93      -7.27       7.24 10:49:38
2018  33 18:51:30      22.93      -7.27       7.24 10:49:41
2018  33 18:52:30      22.93      -7.26       7.24 10:49:43
2018  33 18:53:30      22.93      -7.26       7.24 10:49:45
2018  33 18:54:30      22.93      -7.25       7.24 10:49:48
2018  33 18:55:30      22.93      -7.25       7.24 10:49:50
2018  33 18:56:30      22.93      -7.24       7.24 10:49:53
2018  33 18:57:30      22.93      -7.24       7.24 10:49:55
2018  33 18:58:30      22.93      -7.24       7.24 10:49:57
2018  33 18:59:30      22.93      -7.23       7.24 10:50:00
2018  33 19:00:30      22.93      -7.23       7.24 10:50:02
2018  33 19:01:30      22.93      -7.22       7.24 10:50:04
2018  33 19:02:30      22.93      -7.22       7.24 10:50:07
2018  33 19:03:30      22.93      -7.21       7.24 10:50:09
2018  33 19:04:30      22.93      -7.21       7.24 10:50:12
2018  33 19:05:30      22.93      -7.20       7.24 10:50:14
2018  33 19:06:30      22.93      -7.20       7.24 10:50:16
2018  33 19:07:30      22.93      -7.20       7.24 10:50:19
2018  33 19:08:30      22.93      -7.19       7.24 10:50:21
2018  33 19:09:30      22.93      -7.19       7.24 10:50:23
2018  33 19:10:30      22.93      -7.18       7.24 10:50:26
2018  33 19:11:30      22.93      -7.18       7.24 10:50:28
2018  33 19:12:30      22.93      -7.17       7.24 10:50:31
2018  33 19:13:30      22.93      -7.17       7.24 10:50:33
2018  33 19:14:30      22.93      -7.16       7.24 10:50:35
2018  33 19:15:30      22.93      -7.16       7.24 10:50:38
2018  33 19:16:30      22.93      -7.16       7.24 10:50:40
2018  33 19:17:30      22.93      -7.15       7.24 10:50:42
2018  33 19:18:30      22.93      -7.15       7.24 10:50:45
2018  33 19:19:30      22.93      -7.14       7.24 10:50:47
2018  33 19:20:30      22.93      -7.14       7.24 10:50:50
2018  33 19:21:30      22.93      -7.13       7.24 10:50:52
2018  33 19:22:30      22.93      -7.13       7.24 10:50:54
2018  33 19:23:30      22.93      -7.13       7.24 10:50:57
2018  33 19:24:30      22.93      -7.12       7.24 10:51:00
2018  33 19:25:30      22.93      -7.12       7.24 10:51:01
2018  33 19:26:30      22.93      -7.11       7.24 10:51:04
2018  33 19:27:30      22.93      -7.11       7.24 10:51:06
2018  33 19:28:30      22.92      -7.10       7.24 10:51:09
2018  33 19:29:30      22.92      -7.10       7.24 10:51:11
2018  33 19:30:30      22.92      -7.09       7.24 10:51:13
2018  33 19:31:30      22.92      -7.09       7.24 10:51:16
2018  33 19:32:30      22.92      -7.08       7.24 10:51:18
2018  33 19:33:30      22.92      -7.08       7.24 10:51:20
2018  33 19:34:30      22.92      -7.08       7.24 10:51:23
2018  33 19:35:30      22.92      -7.07       7.24 10:51:25
2018  33 19:36:30      22.92      -7.07       7.24 10:51:28
2018  33 19:37:30      22.92      -7.06       7.24 10:51:30
2018  33 19:38:30      22.92      -7.06       7.24 10:51:32
2018  33 19:39:30      22.92      -7.05       7.24 10:51:35
2018  33 19:40:30      22.92      -7.05       7.24 10:51:37
2018  33 19:41:30      22.92      -7.04       7.24 10:51:40
2018  33 19:42:30      22.92      -7.04       7.24 10:51:42
2018  33 19:43:30      22.92      -7.04       7.24 10:51:44
2018  33 19:44:30      22.92      -7.03       7.24 10:51:47
2018  33 19:45:30      22.92      -7.03       7.24 10:51:49
2018  33 19:46:30      22.92      -7.02       7.24 10:51:51
2018  33 19:47:30      22.92      -7.02       7.24 10:51:54
2018  33 19:48:30      22.92      -7.01       7.24 10:51:56
2018  33 19:49:30      22.92      -7.01       7.24 10:52:00
2018  33 19:50:30      22.92      -7.00       7.24 10:52:01
2018  33 19:51:30      22.91      -7.00       7.24 10:52:03
2018  33 19:52:30      22.91      -7.00       7.24 10:52:06
2018  33 19:53:30      22.91      -6.99       7.24 10:52:08
2018  33 19:54:30      22.91      -6.99       7.24 10:52:11
2018  33 19:55:30      22.91      -6.98       7.24 10:52:13
2018  33 19:56:30      22.91      -6.98       7.24 10:52:15
2018  33 19:57:30      22.91      -6.97       7.24 10:52:18
2018  33 19:58:30      22.91      -6.97       7.24 10:52:20
2018  33 19:59:30      22.91      -6.96       7.24 10:52:23
2018  33 20:00:30      22.91      -6.96       7.24 10:52:25
2018  33 20:01:30      22.91      -6.95       7.24 10:52:27
2018  33 20:02:30      22.91      -6.95       7.24 10:52:30
2018  33 20:03:30      22.91      -6.95       7.24 10:52:32
2018  33 20:04:30      22.91      -6.94       7.24 10:52:35
2018  33 20:05:30      22.91      -6.94       7.24 10:52:37
2018  33 20:06:30      22.91      -6.93       7.24 10:52:39
2018  33 20:07:30      22.91      -6.93       7.24 10:52:42
2018  33 20:08:30      22.90      -6.92       7.24 10:52:44
2018  33 20:09:30      22.90      -6.92       7.24 10:52:46
2018  33 20:10:30      22.90      -6.91       7.24 10:52:49
2018  33 20:11:30      22.90      -6.91       7.24 10:52:51
2018  33 20:12:30      22.90      -6.90       7.24 10:52:54
2018  33 20:13:30      22.90      -6.90       7.24 10:52:56
2018  33 20:14:30      22.90      -6.90       7.24 10:52:58
2018  33 20:15:30      22.90      -6.89       7.24 10:53:01
2018  33 20:16:30      22.90      -6.89       7.24 10:53:03
2018  33 20:17:30      22.90      -6.88       7.24 10:53:06
2018  33 20:18:30      22.90      -6.88       7.24 10:53:08
2018  33 20:19:30      22.90      -6.87       7.24 10:53:10
2018  33 20:20:30      22.90      -6.87       7.24 10:53:13
2018  33 20:21:30      22.90      -6.86       7.24 10:53:15
2018  33 20:22:30      22.89      -6.86       7.24 10:53:18
2018  33 20:23:30      22.89      -6.85       7.24 10:53:20
2018  33 20:24:30      22.89      -6.85       7.24 10:53:22
2018  33 20:25:30      22.89      -6.84       7.24 10:53:25
2018  33 20:26:30      22.89      -6.84       7.24 10:53:27
2018  33 20:27:30      22.89      -6.84       7.24 10:53:30
2018  33 20:28:30      22.89      -6.83       7.24 10:53:32
2018  33 20:29:30      22.89      -6.83       7.24 10:53:34
2018  33 20:30:30      22.89      -6.82       7.24 10:53:37
2018  33 20:31:30      22.89      -6.82       7.24 10:53:39
2018  33 20:32:30      22.89      -6.81       7.24 10:53:42
2018  33 20:33:30      22.89      -6.81       7.24 10:53:44
2018  33 20:34:30      22.88      -6.80       7.24 10:53:47
2018  33 20:35:30      22.88      -6.80       7.24 10:53:49
2018  33 20:36:30      22.88      -6.79       7.24 10:53:51
2018  33 20:37:30      22.88      -6.79       7.24 10:53:54
2018  33 20:38:30      22.88      -6.78       7.24 10:53:56
2018  33 20:39:30      22.88      -6.78       7.24 10:54:00
2018  33 20:40:30      22.88      -6.78       7.24 10:54:01
2018  33 20:41:30      22.88      -6.77       7.24 10:54:03
2018  33 20:42:30      22.88      -6.77       7.24 10:54:06
2018  33 20:43:30      22.88      -6.76       7.24 10:54:08
2018  33 20:44:30      22.88      -6.76       7.24 10:54:11
2018  33 20:45:30      22.87      -6.75       7.24 10:54:13
2018  33 20:46:30      22.87      -6.75       7.24 10:54:15
2018  33 20:47:30      22.87      -6.74       7.24 10:54:18
2018  33 20:48:30      22.87      -6.74       7.23 10:54:20
2018  33 20:49:30      22.87      -6.73       7.23 10:54:23
2018  33 20:50:30      22.87      -6.73       7.23 10:54:25
2018  33 20:51:30      22.87      -6.72       7.23 10:54:28
2018  33 20:52:30      22.87      -6.72       7.23 10:54:30
2018  33 20:53:30      22.87      -6.71       7.23 10:54:32
2018  33 20:54:30      22.87      -6.71       7.23 10:54:35
2018  33 20:55:30      22.86      -6.71       7.23 10:54:37
2018  33 20:56:30      22.86      -6.70       7.23 10:54:40
2018  33 20:57:30      22.86      -6.70       7.23 10:54:42
2018  33 20:58:30      22.86      -6.69       7.23 10:54:44
2018  33 20:59:30      22.86      -6.69       7.23 10:54:47
2018  33 21:00:30      22.86      -6.68       7.23 10:54:49
2018  33 21:01:30      22.86      -6.68       7.23 10:54:52
2018  33 21:02:30      22.86      -6.67       7.23 10:54:54
2018  33 21:03:30      22.86      -6.67       7.23 10:54:57
2018  33 21:04:30      22.85      -6.66       7.23 10:55:00
2018  33 21:05:30      22.85      -6.66       7.23 10:55:01
2018  33 21:06:30      22.85      -6.65       7.23 10:55:04
2018  33 21:07:30      22.85      -6.65       7.23 10:55:06
2018  33 21:08:30      22.85      -6.64       7.23 10:55:09
2018  33 21:09:30      22.85      -6.64       7.23 10:55:11
2018  33 21:10:30      22.85      -6.64       7.23 10:55:13
2018  33 21:11:30      22.85      -6.63       7.23 10:55:16
2018  33 21:12:30      22.85      -6.63       7.23 10:55:18
2018  33 21:13:30      22.84      -6.62       7.23 10:55:21
2018  33 21:14:30      22.84      -6.62       7.23 10:55:23
2018  33 21:15:30      22.84      -6.61       7.23 10:55:26
2018  33 21:16:30      22.84      -6.61       7.23 10:55:28
2018  33 21:17:30      22.84      -6.60       7.23 10:55:30
2018  33 21:18:30      22.84      -6.60       7.23 10:55:33
2018  33 21:19:30      22.84      -6.59       7.23 10:55:35
2018  33 21:20:30      22.84      -6.59       7.23 10:55:38
2018  33 21:21:30      22.83      -6.58       7.23 10:55:40
2018  33 21:22:30      22.83      -6.58       7.23 10:55:43
2018  33 21:23:30      22.83      -6.57       7.23 10:55:45
2018  33 21:24:30      22.83      -6.57       7.23 10:55:48
