 LOCATOR_GENERAL OUTPUT: 
    User: sscweb
    Date: Thu  4-Dec-2025 (338) 03:56:29
  Status: request completed successfully


GROUP 1    Satellite   Resolution   Factor
            mms4           60         1

           Start Time           Stop Time 
           2018  33  0.00000    2018  33 23.99972


 Coord/            Min/Max      Range Filter          Filter
Component   Output Markers    Minimum     Maximum    Mins/Maxes
GSE X        YES      -         -           -             -   
GSE Y        YES      -         -           -             -   
GSE Z        YES      -         -           -             -   
GSE LT       YES      -         -           -             -   

Output - File: 
         lines per page: 0
 
Formats and units:
    Day/Time format: YYYY DDD HH:MM:SS
    Degrees/Hemisphere format: Decimal degrees with 2 place(s).
        Longitude 0 to 360, latitude -90 to 90.
    Distance format: Earth radii with 2 place(s).
2018  33 06:17:30      20.75      -9.74       6.46 10:19:24
2018  33 06:18:30      20.76      -9.74       6.47 10:19:26
2018  33 06:19:30      20.77      -9.74       6.47 10:19:29
2018  33 06:20:30      20.77      -9.74       6.47 10:19:32
2018  33 06:21:30      20.78      -9.74       6.47 10:19:34
2018  33 06:22:30      20.78      -9.73       6.47 10:19:37
2018  33 06:23:30      20.79      -9.73       6.48 10:19:40
2018  33 06:24:30      20.79      -9.73       6.48 10:19:42
2018  33 06:25:30      20.80      -9.73       6.48 10:19:45
2018  33 06:26:30      20.81      -9.73       6.48 10:19:47
2018  33 06:27:30      20.81      -9.72       6.48 10:19:50
2018  33 06:28:30      20.82      -9.72       6.49 10:19:53
2018  33 06:29:30      20.82      -9.72       6.49 10:19:55
2018  33 06:30:30      20.83      -9.72       6.49 10:19:58
2018  33 06:31:30      20.84      -9.71       6.49 10:20:00
2018  33 06:32:30      20.84      -9.71       6.49 10:20:03
2018  33 06:33:30      20.85      -9.71       6.49 10:20:06
2018  33 06:34:30      20.85      -9.71       6.50 10:20:08
2018  33 06:35:30      20.86      -9.71       6.50 10:20:11
2018  33 06:36:30      20.86      -9.70       6.50 10:20:13
2018  33 06:37:30      20.87      -9.70       6.50 10:20:16
2018  33 06:38:30      20.88      -9.70       6.50 10:20:19
2018  33 06:39:30      20.88      -9.70       6.51 10:20:21
2018  33 06:40:30      20.89      -9.70       6.51 10:20:24
2018  33 06:41:30      20.89      -9.69       6.51 10:20:26
2018  33 06:42:30      20.90      -9.69       6.51 10:20:29
2018  33 06:43:30      20.90      -9.69       6.51 10:20:32
2018  33 06:44:30      20.91      -9.69       6.52 10:20:34
2018  33 06:45:30      20.92      -9.69       6.52 10:20:37
2018  33 06:46:30      20.92      -9.68       6.52 10:20:39
2018  33 06:47:30      20.93      -9.68       6.52 10:20:42
2018  33 06:48:30      20.93      -9.68       6.52 10:20:44
2018  33 06:49:30      20.94      -9.68       6.53 10:20:47
2018  33 06:50:30      20.94      -9.67       6.53 10:20:50
2018  33 06:51:30      20.95      -9.67       6.53 10:20:52
2018  33 06:52:30      20.95      -9.67       6.53 10:20:55
2018  33 06:53:30      20.96      -9.67       6.53 10:20:57
2018  33 06:54:30      20.97      -9.67       6.54 10:21:00
2018  33 06:55:30      20.97      -9.66       6.54 10:21:03
2018  33 06:56:30      20.98      -9.66       6.54 10:21:05
2018  33 06:57:30      20.98      -9.66       6.54 10:21:08
2018  33 06:58:30      20.99      -9.66       6.54 10:21:10
2018  33 06:59:30      20.99      -9.65       6.54 10:21:13
2018  33 07:00:30      21.00      -9.65       6.55 10:21:15
2018  33 07:01:30      21.00      -9.65       6.55 10:21:18
2018  33 07:02:30      21.01      -9.65       6.55 10:21:21
2018  33 07:03:30      21.02      -9.65       6.55 10:21:23
2018  33 07:04:30      21.02      -9.64       6.55 10:21:26
2018  33 07:05:30      21.03      -9.64       6.56 10:21:28
2018  33 07:06:30      21.03      -9.64       6.56 10:21:31
2018  33 07:07:30      21.04      -9.64       6.56 10:21:33
2018  33 07:08:30      21.04      -9.63       6.56 10:21:36
2018  33 07:09:30      21.05      -9.63       6.56 10:21:39
2018  33 07:10:30      21.05      -9.63       6.57 10:21:41
2018  33 07:11:30      21.06      -9.63       6.57 10:21:44
2018  33 07:12:30      21.07      -9.63       6.57 10:21:46
2018  33 07:13:30      21.07      -9.62       6.57 10:21:49
2018  33 07:14:30      21.08      -9.62       6.57 10:21:51
2018  33 07:15:30      21.08      -9.62       6.57 10:21:54
2018  33 07:16:30      21.09      -9.62       6.58 10:21:57
2018  33 07:17:30      21.09      -9.61       6.58 10:22:00
2018  33 07:18:30      21.10      -9.61       6.58 10:22:02
2018  33 07:19:30      21.10      -9.61       6.58 10:22:04
2018  33 07:20:30      21.11      -9.61       6.58 10:22:07
2018  33 07:21:30      21.11      -9.60       6.59 10:22:09
2018  33 07:22:30      21.12      -9.60       6.59 10:22:12
2018  33 07:23:30      21.12      -9.60       6.59 10:22:14
2018  33 07:24:30      21.13      -9.60       6.59 10:22:17
2018  33 07:25:30      21.14      -9.60       6.59 10:22:20
2018  33 07:26:30      21.14      -9.59       6.59 10:22:22
2018  33 07:27:30      21.15      -9.59       6.60 10:22:25
2018  33 07:28:30      21.15      -9.59       6.60 10:22:27
2018  33 07:29:30      21.16      -9.59       6.60 10:22:30
2018  33 07:30:30      21.16      -9.58       6.60 10:22:32
2018  33 07:31:30      21.17      -9.58       6.60 10:22:35
2018  33 07:32:30      21.17      -9.58       6.61 10:22:37
2018  33 07:33:30      21.18      -9.58       6.61 10:22:40
2018  33 07:34:30      21.18      -9.57       6.61 10:22:42
2018  33 07:35:30      21.19      -9.57       6.61 10:22:45
2018  33 07:36:30      21.19      -9.57       6.61 10:22:48
2018  33 07:37:30      21.20      -9.57       6.61 10:22:50
2018  33 07:38:30      21.20      -9.57       6.62 10:22:53
2018  33 07:39:30      21.21      -9.56       6.62 10:22:55
2018  33 07:40:30      21.21      -9.56       6.62 10:22:58
2018  33 07:41:30      21.22      -9.56       6.62 10:23:00
2018  33 07:42:30      21.22      -9.56       6.62 10:23:03
2018  33 07:43:30      21.23      -9.55       6.62 10:23:05
2018  33 07:44:30      21.24      -9.55       6.63 10:23:08
2018  33 07:45:30      21.24      -9.55       6.63 10:23:10
2018  33 07:46:30      21.25      -9.55       6.63 10:23:13
2018  33 07:47:30      21.25      -9.54       6.63 10:23:15
2018  33 07:48:30      21.26      -9.54       6.63 10:23:18
2018  33 07:49:30      21.26      -9.54       6.64 10:23:20
2018  33 07:50:30      21.27      -9.54       6.64 10:23:23
2018  33 07:51:30      21.27      -9.53       6.64 10:23:26
2018  33 07:52:30      21.28      -9.53       6.64 10:23:28
2018  33 07:53:30      21.28      -9.53       6.64 10:23:31
2018  33 07:54:30      21.29      -9.53       6.64 10:23:33
2018  33 07:55:30      21.29      -9.52       6.65 10:23:36
2018  33 07:56:30      21.30      -9.52       6.65 10:23:38
2018  33 07:57:30      21.30      -9.52       6.65 10:23:41
2018  33 07:58:30      21.31      -9.52       6.65 10:23:43
2018  33 07:59:30      21.31      -9.52       6.65 10:23:46
2018  33 08:00:30      21.32      -9.51       6.65 10:23:48
2018  33 08:01:30      21.32      -9.51       6.66 10:23:51
2018  33 08:02:30      21.33      -9.51       6.66 10:23:53
2018  33 08:03:30      21.33      -9.51       6.66 10:23:56
2018  33 08:04:30      21.34      -9.50       6.66 10:23:58
2018  33 08:05:30      21.34      -9.50       6.66 10:24:01
2018  33 08:06:30      21.35      -9.50       6.66 10:24:03
2018  33 08:07:30      21.35      -9.50       6.67 10:24:06
2018  33 08:08:30      21.36      -9.49       6.67 10:24:08
2018  33 08:09:30      21.36      -9.49       6.67 10:24:11
2018  33 08:10:30      21.37      -9.49       6.67 10:24:13
2018  33 08:11:30      21.37      -9.49       6.67 10:24:16
2018  33 08:12:30      21.38      -9.48       6.67 10:24:18
2018  33 08:13:30      21.38      -9.48       6.68 10:24:21
2018  33 08:14:30      21.39      -9.48       6.68 10:24:23
2018  33 08:15:30      21.39      -9.48       6.68 10:24:26
2018  33 08:16:30      21.40      -9.47       6.68 10:24:28
2018  33 08:17:30      21.40      -9.47       6.68 10:24:31
2018  33 08:18:30      21.41      -9.47       6.68 10:24:33
2018  33 08:19:30      21.41      -9.47       6.69 10:24:36
2018  33 08:20:30      21.42      -9.46       6.69 10:24:38
2018  33 08:21:30      21.42      -9.46       6.69 10:24:41
2018  33 08:22:30      21.43      -9.46       6.69 10:24:44
2018  33 08:23:30      21.43      -9.46       6.69 10:24:46
2018  33 08:24:30      21.44      -9.45       6.69 10:24:49
2018  33 08:25:30      21.44      -9.45       6.70 10:24:51
2018  33 08:26:30      21.45      -9.45       6.70 10:24:53
2018  33 08:27:30      21.45      -9.45       6.70 10:24:56
2018  33 08:28:30      21.46      -9.44       6.70 10:24:58
2018  33 08:29:30      21.46      -9.44       6.70 10:25:01
2018  33 08:30:30      21.47      -9.44       6.70 10:25:04
2018  33 08:31:30      21.47      -9.44       6.71 10:25:06
2018  33 08:32:30      21.47      -9.43       6.71 10:25:08
2018  33 08:33:30      21.48      -9.43       6.71 10:25:11
2018  33 08:34:30      21.48      -9.43       6.71 10:25:13
2018  33 08:35:30      21.49      -9.43       6.71 10:25:16
2018  33 08:36:30      21.49      -9.42       6.71 10:25:18
2018  33 08:37:30      21.50      -9.42       6.72 10:25:21
2018  33 08:38:30      21.50      -9.42       6.72 10:25:23
2018  33 08:39:30      21.51      -9.42       6.72 10:25:26
2018  33 08:40:30      21.51      -9.41       6.72 10:25:28
2018  33 08:41:30      21.52      -9.41       6.72 10:25:31
2018  33 08:42:30      21.52      -9.41       6.72 10:25:33
2018  33 08:43:30      21.53      -9.40       6.73 10:25:36
2018  33 08:44:30      21.53      -9.40       6.73 10:25:38
2018  33 08:45:30      21.54      -9.40       6.73 10:25:41
2018  33 08:46:30      21.54      -9.40       6.73 10:25:43
2018  33 08:47:30      21.55      -9.39       6.73 10:25:46
2018  33 08:48:30      21.55      -9.39       6.73 10:25:48
2018  33 08:49:30      21.55      -9.39       6.74 10:25:51
2018  33 08:50:30      21.56      -9.39       6.74 10:25:53
2018  33 08:51:30      21.56      -9.38       6.74 10:25:56
2018  33 08:52:30      21.57      -9.38       6.74 10:25:58
2018  33 08:53:30      21.57      -9.38       6.74 10:26:01
2018  33 08:54:30      21.58      -9.38       6.74 10:26:03
2018  33 08:55:30      21.58      -9.37       6.74 10:26:06
2018  33 08:56:30      21.59      -9.37       6.75 10:26:08
2018  33 08:57:30      21.59      -9.37       6.75 10:26:11
2018  33 08:58:30      21.60      -9.37       6.75 10:26:13
2018  33 08:59:30      21.60      -9.36       6.75 10:26:16
2018  33 09:00:30      21.61      -9.36       6.75 10:26:18
2018  33 09:01:30      21.61      -9.36       6.75 10:26:21
2018  33 09:02:30      21.61      -9.36       6.76 10:26:23
2018  33 09:03:30      21.62      -9.35       6.76 10:26:25
2018  33 09:04:30      21.62      -9.35       6.76 10:26:28
2018  33 09:05:30      21.63      -9.35       6.76 10:26:30
2018  33 09:06:30      21.63      -9.34       6.76 10:26:33
2018  33 09:07:30      21.64      -9.34       6.76 10:26:35
2018  33 09:08:30      21.64      -9.34       6.77 10:26:38
2018  33 09:09:30      21.65      -9.34       6.77 10:26:40
2018  33 09:10:30      21.65      -9.33       6.77 10:26:43
2018  33 09:11:30      21.66      -9.33       6.77 10:26:45
2018  33 09:12:30      21.66      -9.33       6.77 10:26:48
2018  33 09:13:30      21.66      -9.33       6.77 10:26:50
2018  33 09:14:30      21.67      -9.32       6.77 10:26:53
2018  33 09:15:30      21.67      -9.32       6.78 10:26:55
2018  33 09:16:30      21.68      -9.32       6.78 10:26:58
2018  33 09:17:30      21.68      -9.32       6.78 10:27:00
2018  33 09:18:30      21.69      -9.31       6.78 10:27:02
2018  33 09:19:30      21.69      -9.31       6.78 10:27:05
2018  33 09:20:30      21.70      -9.31       6.78 10:27:07
2018  33 09:21:30      21.70      -9.30       6.78 10:27:10
2018  33 09:22:30      21.70      -9.30       6.79 10:27:12
2018  33 09:23:30      21.71      -9.30       6.79 10:27:15
2018  33 09:24:30      21.71      -9.30       6.79 10:27:17
2018  33 09:25:30      21.72      -9.29       6.79 10:27:20
2018  33 09:26:30      21.72      -9.29       6.79 10:27:22
2018  33 09:27:30      21.73      -9.29       6.79 10:27:25
2018  33 09:28:30      21.73      -9.29       6.80 10:27:27
2018  33 09:29:30      21.73      -9.28       6.80 10:27:30
2018  33 09:30:30      21.74      -9.28       6.80 10:27:32
2018  33 09:31:30      21.74      -9.28       6.80 10:27:34
2018  33 09:32:30      21.75      -9.27       6.80 10:27:37
2018  33 09:33:30      21.75      -9.27       6.80 10:27:39
2018  33 09:34:30      21.76      -9.27       6.80 10:27:42
2018  33 09:35:30      21.76      -9.27       6.81 10:27:44
2018  33 09:36:30      21.76      -9.26       6.81 10:27:47
2018  33 09:37:30      21.77      -9.26       6.81 10:27:49
2018  33 09:38:30      21.77      -9.26       6.81 10:27:52
2018  33 09:39:30      21.78      -9.26       6.81 10:27:54
2018  33 09:40:30      21.78      -9.25       6.81 10:27:57
2018  33 09:41:30      21.79      -9.25       6.81 10:28:00
2018  33 09:42:30      21.79      -9.25       6.82 10:28:01
2018  33 09:43:30      21.79      -9.24       6.82 10:28:04
2018  33 09:44:30      21.80      -9.24       6.82 10:28:06
2018  33 09:45:30      21.80      -9.24       6.82 10:28:09
2018  33 09:46:30      21.81      -9.24       6.82 10:28:11
2018  33 09:47:30      21.81      -9.23       6.82 10:28:14
2018  33 09:48:30      21.82      -9.23       6.82 10:28:16
2018  33 09:49:30      21.82      -9.23       6.83 10:28:19
2018  33 09:50:30      21.82      -9.22       6.83 10:28:21
2018  33 09:51:30      21.83      -9.22       6.83 10:28:23
2018  33 09:52:30      21.83      -9.22       6.83 10:28:26
2018  33 09:53:30      21.84      -9.22       6.83 10:28:28
2018  33 09:54:30      21.84      -9.21       6.83 10:28:31
2018  33 09:55:30      21.84      -9.21       6.83 10:28:33
2018  33 09:56:30      21.85      -9.21       6.84 10:28:36
2018  33 09:57:30      21.85      -9.20       6.84 10:28:38
2018  33 09:58:30      21.86      -9.20       6.84 10:28:41
2018  33 09:59:30      21.86      -9.20       6.84 10:28:43
2018  33 10:00:30      21.86      -9.20       6.84 10:28:45
2018  33 10:01:30      21.87      -9.19       6.84 10:28:48
2018  33 10:02:30      21.87      -9.19       6.84 10:28:50
2018  33 10:03:30      21.88      -9.19       6.85 10:28:53
2018  33 10:04:30      21.88      -9.18       6.85 10:28:55
2018  33 10:05:30      21.89      -9.18       6.85 10:28:58
2018  33 10:06:30      21.89      -9.18       6.85 10:29:00
2018  33 10:07:30      21.89      -9.18       6.85 10:29:02
2018  33 10:08:30      21.90      -9.17       6.85 10:29:05
2018  33 10:09:30      21.90      -9.17       6.85 10:29:07
2018  33 10:10:30      21.91      -9.17       6.86 10:29:10
2018  33 10:11:30      21.91      -9.16       6.86 10:29:12
2018  33 10:12:30      21.91      -9.16       6.86 10:29:15
2018  33 10:13:30      21.92      -9.16       6.86 10:29:17
2018  33 10:14:30      21.92      -9.16       6.86 10:29:19
2018  33 10:15:30      21.93      -9.15       6.86 10:29:22
2018  33 10:16:30      21.93      -9.15       6.86 10:29:24
2018  33 10:17:30      21.93      -9.15       6.87 10:29:27
2018  33 10:18:30      21.94      -9.14       6.87 10:29:29
2018  33 10:19:30      21.94      -9.14       6.87 10:29:32
2018  33 10:20:30      21.94      -9.14       6.87 10:29:34
2018  33 10:21:30      21.95      -9.14       6.87 10:29:36
2018  33 10:22:30      21.95      -9.13       6.87 10:29:39
2018  33 10:23:30      21.96      -9.13       6.87 10:29:41
2018  33 10:24:30      21.96      -9.13       6.88 10:29:44
2018  33 10:25:30      21.96      -9.12       6.88 10:29:46
2018  33 10:26:30      21.97      -9.12       6.88 10:29:49
2018  33 10:27:30      21.97      -9.12       6.88 10:29:51
2018  33 10:28:30      21.98      -9.12       6.88 10:29:53
2018  33 10:29:30      21.98      -9.11       6.88 10:29:56
2018  33 10:30:30      21.98      -9.11       6.88 10:29:58
2018  33 10:31:30      21.99      -9.11       6.88 10:30:01
2018  33 10:32:30      21.99      -9.10       6.89 10:30:03
2018  33 10:33:30      22.00      -9.10       6.89 10:30:05
2018  33 10:34:30      22.00      -9.10       6.89 10:30:08
2018  33 10:35:30      22.00      -9.09       6.89 10:30:10
2018  33 10:36:30      22.01      -9.09       6.89 10:30:13
2018  33 10:37:30      22.01      -9.09       6.89 10:30:15
2018  33 10:38:30      22.01      -9.09       6.89 10:30:18
2018  33 10:39:30      22.02      -9.08       6.90 10:30:20
2018  33 10:40:30      22.02      -9.08       6.90 10:30:22
2018  33 10:41:30      22.03      -9.08       6.90 10:30:25
2018  33 10:42:30      22.03      -9.07       6.90 10:30:27
2018  33 10:43:30      22.03      -9.07       6.90 10:30:30
2018  33 10:44:30      22.04      -9.07       6.90 10:30:32
2018  33 10:45:30      22.04      -9.06       6.90 10:30:34
2018  33 10:46:30      22.04      -9.06       6.90 10:30:37
2018  33 10:47:30      22.05      -9.06       6.91 10:30:39
2018  33 10:48:30      22.05      -9.06       6.91 10:30:42
2018  33 10:49:30      22.06      -9.05       6.91 10:30:44
2018  33 10:50:30      22.06      -9.05       6.91 10:30:47
2018  33 10:51:30      22.06      -9.05       6.91 10:30:49
2018  33 10:52:30      22.07      -9.04       6.91 10:30:51
2018  33 10:53:30      22.07      -9.04       6.91 10:30:54
2018  33 10:54:30      22.07      -9.04       6.91 10:30:56
2018  33 10:55:30      22.08      -9.03       6.92 10:31:00
2018  33 10:56:30      22.08      -9.03       6.92 10:31:01
2018  33 10:57:30      22.08      -9.03       6.92 10:31:03
2018  33 10:58:30      22.09      -9.03       6.92 10:31:06
2018  33 10:59:30      22.09      -9.02       6.92 10:31:08
2018  33 11:00:30      22.10      -9.02       6.92 10:31:11
2018  33 11:01:30      22.10      -9.02       6.92 10:31:13
2018  33 11:02:30      22.10      -9.01       6.92 10:31:15
2018  33 11:03:30      22.11      -9.01       6.93 10:31:18
2018  33 11:04:30      22.11      -9.01       6.93 10:31:20
2018  33 11:05:30      22.11      -9.00       6.93 10:31:23
2018  33 11:06:30      22.12      -9.00       6.93 10:31:25
2018  33 11:07:30      22.12      -9.00       6.93 10:31:27
2018  33 11:08:30      22.12      -9.00       6.93 10:31:30
2018  33 11:09:30      22.13      -8.99       6.93 10:31:32
2018  33 11:10:30      22.13      -8.99       6.93 10:31:35
2018  33 11:11:30      22.14      -8.99       6.94 10:31:37
2018  33 11:12:30      22.14      -8.98       6.94 10:31:39
2018  33 11:13:30      22.14      -8.98       6.94 10:31:42
2018  33 11:14:30      22.15      -8.98       6.94 10:31:44
2018  33 11:15:30      22.15      -8.97       6.94 10:31:47
2018  33 11:16:30      22.15      -8.97       6.94 10:31:49
2018  33 11:17:30      22.16      -8.97       6.94 10:31:51
2018  33 11:18:30      22.16      -8.96       6.94 10:31:54
2018  33 11:19:30      22.16      -8.96       6.95 10:31:56
2018  33 11:20:30      22.17      -8.96       6.95 10:32:00
2018  33 11:21:30      22.17      -8.96       6.95 10:32:01
2018  33 11:22:30      22.17      -8.95       6.95 10:32:03
2018  33 11:23:30      22.18      -8.95       6.95 10:32:06
2018  33 11:24:30      22.18      -8.95       6.95 10:32:08
2018  33 11:25:30      22.18      -8.94       6.95 10:32:11
2018  33 11:26:30      22.19      -8.94       6.95 10:32:13
2018  33 11:27:30      22.19      -8.94       6.96 10:32:15
2018  33 11:28:30      22.19      -8.93       6.96 10:32:18
2018  33 11:29:30      22.20      -8.93       6.96 10:32:20
2018  33 11:30:30      22.20      -8.93       6.96 10:32:23
2018  33 11:31:30      22.20      -8.92       6.96 10:32:25
2018  33 11:32:30      22.21      -8.92       6.96 10:32:27
2018  33 11:33:30      22.21      -8.92       6.96 10:32:30
2018  33 11:34:30      22.21      -8.91       6.96 10:32:32
2018  33 11:35:30      22.22      -8.91       6.96 10:32:34
2018  33 11:36:30      22.22      -8.91       6.97 10:32:37
2018  33 11:37:30      22.22      -8.91       6.97 10:32:39
2018  33 11:38:30      22.23      -8.90       6.97 10:32:42
2018  33 11:39:30      22.23      -8.90       6.97 10:32:44
2018  33 11:40:30      22.23      -8.90       6.97 10:32:46
2018  33 11:41:30      22.24      -8.89       6.97 10:32:49
2018  33 11:42:30      22.24      -8.89       6.97 10:32:51
2018  33 11:43:30      22.24      -8.89       6.97 10:32:54
2018  33 11:44:30      22.25      -8.88       6.98 10:32:56
2018  33 11:45:30      22.25      -8.88       6.98 10:32:58
2018  33 11:46:30      22.25      -8.88       6.98 10:33:01
2018  33 11:47:30      22.26      -8.87       6.98 10:33:03
2018  33 11:48:30      22.26      -8.87       6.98 10:33:06
2018  33 11:49:30      22.26      -8.87       6.98 10:33:08
2018  33 11:50:30      22.27      -8.86       6.98 10:33:10
2018  33 11:51:30      22.27      -8.86       6.98 10:33:13
2018  33 11:52:30      22.27      -8.86       6.98 10:33:15
2018  33 11:53:30      22.28      -8.85       6.99 10:33:17
2018  33 11:54:30      22.28      -8.85       6.99 10:33:20
2018  33 11:55:30      22.28      -8.85       6.99 10:33:22
2018  33 11:56:30      22.29      -8.84       6.99 10:33:25
2018  33 11:57:30      22.29      -8.84       6.99 10:33:27
2018  33 11:58:30      22.29      -8.84       6.99 10:33:29
2018  33 11:59:30      22.30      -8.84       6.99 10:33:32
2018  33 12:00:30      22.30      -8.83       6.99 10:33:34
2018  33 12:01:30      22.30      -8.83       6.99 10:33:36
2018  33 12:02:30      22.30      -8.83       7.00 10:33:39
2018  33 12:03:30      22.31      -8.82       7.00 10:33:41
2018  33 12:04:30      22.31      -8.82       7.00 10:33:44
2018  33 12:05:30      22.31      -8.82       7.00 10:33:46
2018  33 12:06:30      22.32      -8.81       7.00 10:33:48
2018  33 12:07:30      22.32      -8.81       7.00 10:33:51
2018  33 12:08:30      22.32      -8.81       7.00 10:33:53
2018  33 12:09:30      22.33      -8.80       7.00 10:33:56
2018  33 12:10:30      22.33      -8.80       7.00 10:33:58
2018  33 12:11:30      22.33      -8.80       7.01 10:34:00
2018  33 12:12:30      22.34      -8.79       7.01 10:34:03
2018  33 12:13:30      22.34      -8.79       7.01 10:34:05
2018  33 12:14:30      22.34      -8.79       7.01 10:34:07
2018  33 12:15:30      22.34      -8.78       7.01 10:34:10
2018  33 12:16:30      22.35      -8.78       7.01 10:34:12
2018  33 12:17:30      22.35      -8.78       7.01 10:34:15
2018  33 12:18:30      22.35      -8.77       7.01 10:34:17
2018  33 12:19:30      22.36      -8.77       7.01 10:34:19
2018  33 12:20:30      22.36      -8.77       7.02 10:34:22
2018  33 12:21:30      22.36      -8.76       7.02 10:34:24
2018  33 12:22:30      22.37      -8.76       7.02 10:34:26
2018  33 12:23:30      22.37      -8.76       7.02 10:34:29
2018  33 12:24:30      22.37      -8.75       7.02 10:34:31
2018  33 12:25:30      22.37      -8.75       7.02 10:34:34
2018  33 12:26:30      22.38      -8.75       7.02 10:34:36
2018  33 12:27:30      22.38      -8.74       7.02 10:34:38
2018  33 12:28:30      22.38      -8.74       7.02 10:34:41
2018  33 12:29:30      22.39      -8.74       7.02 10:34:43
2018  33 12:30:30      22.39      -8.73       7.03 10:34:45
2018  33 12:31:30      22.39      -8.73       7.03 10:34:48
2018  33 12:32:30      22.39      -8.73       7.03 10:34:50
2018  33 12:33:30      22.40      -8.72       7.03 10:34:52
2018  33 12:34:30      22.40      -8.72       7.03 10:34:55
2018  33 12:35:30      22.40      -8.72       7.03 10:34:57
2018  33 12:36:30      22.41      -8.71       7.03 10:35:00
2018  33 12:37:30      22.41      -8.71       7.03 10:35:02
2018  33 12:38:30      22.41      -8.71       7.03 10:35:04
2018  33 12:39:30      22.41      -8.70       7.03 10:35:07
2018  33 12:40:30      22.42      -8.70       7.04 10:35:09
2018  33 12:41:30      22.42      -8.70       7.04 10:35:11
2018  33 12:42:30      22.42      -8.69       7.04 10:35:14
2018  33 12:43:30      22.43      -8.69       7.04 10:35:16
2018  33 12:44:30      22.43      -8.69       7.04 10:35:19
2018  33 12:45:30      22.43      -8.68       7.04 10:35:21
2018  33 12:46:30      22.43      -8.68       7.04 10:35:23
2018  33 12:47:30      22.44      -8.68       7.04 10:35:26
2018  33 12:48:30      22.44      -8.67       7.04 10:35:28
2018  33 12:49:30      22.44      -8.67       7.04 10:35:30
2018  33 12:50:30      22.45      -8.67       7.05 10:35:33
2018  33 12:51:30      22.45      -8.66       7.05 10:35:35
2018  33 12:52:30      22.45      -8.66       7.05 10:35:37
2018  33 12:53:30      22.45      -8.66       7.05 10:35:40
2018  33 12:54:30      22.46      -8.65       7.05 10:35:42
2018  33 12:55:30      22.46      -8.65       7.05 10:35:45
2018  33 12:56:30      22.46      -8.65       7.05 10:35:47
2018  33 12:57:30      22.46      -8.64       7.05 10:35:49
2018  33 12:58:30      22.47      -8.64       7.05 10:35:52
2018  33 12:59:30      22.47      -8.64       7.05 10:35:54
2018  33 13:00:30      22.47      -8.63       7.06 10:35:56
2018  33 13:01:30      22.48      -8.63       7.06 10:36:00
2018  33 13:02:30      22.48      -8.63       7.06 10:36:01
2018  33 13:03:30      22.48      -8.62       7.06 10:36:03
2018  33 13:04:30      22.48      -8.62       7.06 10:36:06
2018  33 13:05:30      22.49      -8.62       7.06 10:36:08
2018  33 13:06:30      22.49      -8.61       7.06 10:36:11
2018  33 13:07:30      22.49      -8.61       7.06 10:36:13
2018  33 13:08:30      22.49      -8.61       7.06 10:36:15
2018  33 13:09:30      22.50      -8.60       7.06 10:36:18
2018  33 13:10:30      22.50      -8.60       7.07 10:36:20
2018  33 13:11:30      22.50      -8.60       7.07 10:36:22
2018  33 13:12:30      22.50      -8.59       7.07 10:36:25
2018  33 13:13:30      22.51      -8.59       7.07 10:36:27
2018  33 13:14:30      22.51      -8.59       7.07 10:36:29
2018  33 13:15:30      22.51      -8.58       7.07 10:36:32
2018  33 13:16:30      22.51      -8.58       7.07 10:36:34
2018  33 13:17:30      22.52      -8.57       7.07 10:36:36
2018  33 13:18:30      22.52      -8.57       7.07 10:36:39
2018  33 13:19:30      22.52      -8.57       7.07 10:36:41
2018  33 13:20:30      22.52      -8.56       7.07 10:36:44
2018  33 13:21:30      22.53      -8.56       7.08 10:36:46
2018  33 13:22:30      22.53      -8.56       7.08 10:36:48
2018  33 13:23:30      22.53      -8.55       7.08 10:36:51
2018  33 13:24:30      22.53      -8.55       7.08 10:36:53
2018  33 13:25:30      22.54      -8.55       7.08 10:36:55
2018  33 13:26:30      22.54      -8.54       7.08 10:36:58
2018  33 13:27:30      22.54      -8.54       7.08 10:37:00
2018  33 13:28:30      22.54      -8.54       7.08 10:37:02
2018  33 13:29:30      22.55      -8.53       7.08 10:37:05
2018  33 13:30:30      22.55      -8.53       7.08 10:37:07
2018  33 13:31:30      22.55      -8.53       7.08 10:37:09
2018  33 13:32:30      22.55      -8.52       7.09 10:37:12
2018  33 13:33:30      22.56      -8.52       7.09 10:37:14
2018  33 13:34:30      22.56      -8.52       7.09 10:37:17
2018  33 13:35:30      22.56      -8.51       7.09 10:37:19
2018  33 13:36:30      22.56      -8.51       7.09 10:37:21
2018  33 13:37:30      22.57      -8.51       7.09 10:37:24
2018  33 13:38:30      22.57      -8.50       7.09 10:37:26
2018  33 13:39:30      22.57      -8.50       7.09 10:37:28
2018  33 13:40:30      22.57      -8.49       7.09 10:37:31
2018  33 13:41:30      22.58      -8.49       7.09 10:37:33
2018  33 13:42:30      22.58      -8.49       7.09 10:37:35
2018  33 13:43:30      22.58      -8.48       7.09 10:37:38
2018  33 13:44:30      22.58      -8.48       7.10 10:37:40
2018  33 13:45:30      22.58      -8.48       7.10 10:37:42
2018  33 13:46:30      22.59      -8.47       7.10 10:37:45
2018  33 13:47:30      22.59      -8.47       7.10 10:37:47
2018  33 13:48:30      22.59      -8.47       7.10 10:37:49
2018  33 13:49:30      22.59      -8.46       7.10 10:37:52
2018  33 13:50:30      22.60      -8.46       7.10 10:37:54
